appearance_id,scored_flag
3598087_288233,1e-07
2577964_171424,0.4642446524579066
4676659_855731,0.1269252680623509
3201275_468198,0.28720681305999873
4103610_324804,0.15638599347310422
4103561_434433,0.00978334545929794
3081032_275303,1e-07
3844834_317806,0.2791741500261273
3912544_111455,0.06667291164232088
4374212_602124,1e-07
3394590_315283,0.0014552737138043695
2578017_29594,0.5604766438728446
4373553_335631,0.09963742053866056
2604333_134883,0.1597802843972309
4646042_633850,0.09083193513296153
3588836_424051,1e-07
3748484_336104,1e-07
4361517_272855,1e-07
4645951_527966,0.015188640064939994
2382298_197157,0.05093399499891257
3420976_167722,0.3090497003519218
4625799_346483,0.0831554995164962
3840425_297212,0.04668038682430262
3580223_68983,0.11132809499319936
4109487_468332,0.024824559175303202
2223997_74615,0.0034835109762375483
2844517_405176,1e-07
4090231_68980,0.007480624703353915
3462163_289651,0.03189913293730305
2765895_213980,0.059301420058136406
4445429_401923,0.7702970509850626
2720887_442424,0.004090528060295889
2223966_126540,0.003066760550341212
2482157_127128,1e-07
2594741_69751,0.06690164352119755
2250169_38497,0.556433023579621
3080321_331089,1e-07
2899742_255501,0.005535093294926721
2818490_316125,0.05561581500350309
3252461_409344,1e-07
4066664_289059,0.04609138356794279
2494505_46236,0.0849806387311326
2243876_33570,0.15499406367681623
4120938_334816,0.0006381032394214855
3464289_51897,0.1877169140315734
4261022_197747,0.17069065156857194
2332196_28973,1e-07
3716663_85825,0.4232632851452306
3211832_238367,0.2947220522914204
4361270_557459,0.03645470924360919
2872172_8806,0.06354619099834971
3602640_419845,0.20745552586236093
3840406_708678,0.042085725818232916
3840081_170934,0.0350767347065609
3889054_104977,0.1532624238293147
4112957_188888,1e-07
3451101_338425,0.19241001200450847
4393352_703720,1e-07
3412907_206542,0.46663640461324707
4367873_591880,1e-07
2247088_21327,0.0009220362777118769
4103549_417575,0.07399144252442805
4129621_278654,0.3701636481952135
3394608_392777,0.11341544090633282
3621548_267433,1e-07
3860251_181410,1e-07
2486587_234803,0.004400915204370534
4634363_957874,0.4129015741938
2469548_92899,1e-07
2557606_121137,0.0028388348638877098
4368780_451788,0.007808276702407904
2883782_188911,1e-07
4641461_232219,0.028149000254396275
2460763_36182,0.37568540026898467
2321178_1073,0.04601372377128336
2726775_255744,0.05220063653692583
4364495_221992,1e-07
2289313_96788,0.021507303123374934
2289382_127826,0.31803366562589697
3851109_174915,0.15326882016727295
2897160_294808,0.1743568905162742
3201775_74861,0.005870898889055056
3886312_255508,0.5426281487297393
4445438_1067225,0.08094005177899556
4648353_482102,0.05947312445960146
4095262_404842,0.06000025334270727
2865031_265625,0.002484913020778903
4393144_306462,0.02707518162556278
2470284_85213,0.0009295714222795853
4635204_187718,0.015514629552578424
2872156_57500,1e-07
3415336_163724,0.008681858652919967
2351931_45397,0.1330020266345493
4626024_1012534,0.030664714503888354
2244025_2587,1e-07
3707317_65318,0.05427382576752041
2875139_152241,0.007336088343684644
3412976_44466,0.0030297053941210923
3081365_111196,0.15227517717062267
4208071_388519,1e-07
3592062_433177,0.025200024694856542
3592157_112988,0.0027973718547374643
2262505_171209,0.5789134673322631
4103762_25488,1e-07
2609677_5686,1e-07
4665011_491296,0.0204897720302565
4647846_295024,0.13254173929998198
2460721_48298,0.0070030119070433015
2650365_130149,1e-07
3598300_272704,0.0018697651389466292
2329443_46007,0.10239694215776975
2897399_286949,1e-07
4367828_315211,1e-07
2698428_126665,0.0019311505391335347
2925750_119434,0.16717421711452196
2698107_86792,0.009363158094232965
4361476_333241,0.3702006403691911
2330917_35748,0.06970532180610589
2222595_49589,0.0031126865168100057
4095299_392757,0.004447567789826164
3840033_131225,1e-07
4150612_451311,0.022752993168513883
2244029_30710,0.014139386230062872
2494477_164715,0.018816203931739287
4634141_387106,0.04168402099485788
2668504_249565,0.09196327294566639
2242994_7476,0.011520178023644348
2475187_49500,0.050578682304036685
3429831_341317,1e-07
