appearance_id,scored_flag
3598087_288233,1e-07
2577964_171424,0.4637812592421069
4676659_855731,0.17155137077101945
3201275_468198,0.3024633980786498
4103610_324804,0.16178168881905744
4103561_434433,0.010731985510473437
3081032_275303,1e-07
3844834_317806,0.3342428201754409
3912544_111455,0.07872038747983147
4374212_602124,1e-07
3394590_315283,0.002533102589463335
2578017_29594,0.6009901252961398
4373553_335631,0.12073644413422917
2604333_134883,0.15431116153557323
4646042_633850,0.07816618364156402
3588836_424051,1e-07
3748484_336104,1e-07
4361517_272855,1e-07
4645951_527966,0.011421229195515841
2382298_197157,0.0655736448949894
3420976_167722,0.33436976706047894
4625799_346483,0.11573051405207785
3840425_297212,0.05629042187039728
3580223_68983,0.17902440613437406
4109487_468332,0.02599668170362051
2223997_74615,0.0045382078518901685
2844517_405176,1e-07
4090231_68980,0.007536929391545858
3462163_289651,0.04563305676924329
2765895_213980,0.07901260786764258
4445429_401923,0.8125240023771935
2720887_442424,0.005849254010585783
2223966_126540,0.003539077707053428
2482157_127128,1e-07
2594741_69751,0.08526240832057777
2250169_38497,0.518066463190894
3080321_331089,1e-07
2899742_255501,0.005601339990458511
2818490_316125,0.07554904488015166
3252461_409344,1e-07
4066664_289059,0.053911477435733324
2494505_46236,0.07848423604001792
2243876_33570,0.20368638617299245
4120938_334816,0.0009820406497619426
3464289_51897,0.1940709907206471
4261022_197747,0.16595005796762385
2332196_28973,1e-07
3716663_85825,0.35386977508383166
3211832_238367,0.27656495027428885
4361270_557459,0.026217958388672115
2872172_8806,0.08442928834825753
3602640_419845,0.2863883281887631
3840406_708678,0.05613049102549075
3840081_170934,0.05038742652559018
3889054_104977,0.2097081335889549
4112957_188888,1e-07
3451101_338425,0.20441566366972136
4393352_703720,1e-07
3412907_206542,0.49996158026567794
4367873_591880,1e-07
2247088_21327,0.0010327329616942181
4103549_417575,0.09466840763807077
4129621_278654,0.4212502851097302
3394608_392777,0.1036941173278277
3621548_267433,1e-07
3860251_181410,1e-07
2486587_234803,0.006565602298020606
4634363_957874,0.44262108944133105
2469548_92899,1e-07
2557606_121137,0.003783081021369249
4368780_451788,0.006577713103668747
2883782_188911,1e-07
4641461_232219,0.019611447902859916
2460763_36182,0.44060835327944653
2321178_1073,0.06790912343466712
2726775_255744,0.06511556757609041
4364495_221992,1e-07
2289313_96788,0.026699464971714517
2289382_127826,0.36136868599752137
3851109_174915,0.17512866296121063
2897160_294808,0.2224319816147462
3201775_74861,0.006317980123721853
3886312_255508,0.5038964416279785
4445438_1067225,0.07130491950996358
4648353_482102,0.08503109771540988
4095262_404842,0.048747731455822
2865031_265625,0.0038068410014886335
4393144_306462,0.032677993597040406
2470284_85213,0.0009016524986983022
4635204_187718,0.021200323117835138
2872156_57500,1e-07
3415336_163724,0.013667363199020701
2351931_45397,0.14905906060759025
4626024_1012534,0.04618632404225813
2244025_2587,1e-07
3707317_65318,0.07143036020155707
2875139_152241,0.009649764972796095
3412976_44466,0.004031575032886265
3081365_111196,0.1413561743884895
4208071_388519,1e-07
3592062_433177,0.028557794675145583
3592157_112988,0.002865547004102379
2262505_171209,0.6014762230399503
4103762_25488,1e-07
2609677_5686,1e-07
4665011_491296,0.02312930386574589
4647846_295024,0.14077237562316763
2460721_48298,0.008448219285576547
2650365_130149,1e-07
3598300_272704,0.0021870961808217945
2329443_46007,0.07074625155462257
2897399_286949,1e-07
4367828_315211,1e-07
2698428_126665,0.0026296800210493143
2925750_119434,0.17669749191413525
2698107_86792,0.010736089148459999
4361476_333241,0.36844080806994967
2330917_35748,0.08115503016783965
2222595_49589,0.003796004601134392
4095299_392757,0.004678046491990137
3840033_131225,1e-07
4150612_451311,0.0231284150288951
2244029_30710,0.01646012564372419
2494477_164715,0.017275540143659427
4634141_387106,0.029060412422858617
2668504_249565,0.14558493123493899
2242994_7476,0.011959780891305363
2475187_49500,0.054368234972265256
3429831_341317,1e-07
4444775_315236,0.05422498902400449
3084087_45864,0.303035171055951
2921875_27017,0.0029003369212991306
3212610_379249,0.05900601006705723
2604215_167895,0.006528090657311974
4132852_198021,0.010204882034013478
4737020_678194,0.1927008484642504
2872389_69633,0.009728825606772329
2352005_27613,0.0868243901399717
3602491_38801,0.3286066987432552
3889075_733083,0.043839232084916274
4089529_92248,0.0003845036880862961
2683500_24131,1e-07
2728498_67341,0.0478488805524931
3925891_145981,0.003622394004865124
2244029_7054,0.005585842184378138
2352039_25841,0.37060442722607784
2231434_49723,1e-07
3852609_371013,0.0009103402009431037
3860531_685589,0.028489223106634584
2600631_386552,0.06207402638504926
3289601_129129,0.03849107415913242
3840191_649033,1e-07
3239019_396638,0.033125103767097916
3211399_430761,0.140637697421476
2718922_266795,0.29971325293059703
3588486_42936,0.5207973068219762
4140355_159142,1e-07
4120717_207074,0.01718059346349229
4096271_598577,0.019857089059324068
3418065_45660,0.08118894949356026
4373960_659516,1e-07
3415358_660319,1e-07
2512787_174285,1e-07
4094859_816580,0.05158897223465847
3602455_260229,0.021399691515985857
4373628_159471,0.3455782307130351
2359486_6160,1e-07
2250463_19301,0.00022406458679925258
3429856_66934,0.015790278701117228
2884396_257456,0.17261277208737286
2475430_74230,0.40242144591137985
3432193_578737,1e-07
4370182_570385,0.009937766972624915
3120708_59187,0.19316024690794478
3828498_164647,1e-07
4103829_412660,0.03147711205163888
4649311_623553,0.24417641700382092
4373475_295630,1e-07
4092085_318426,0.42647846844595994
3616381_245023,0.06714670037229066
3219120_144028,1e-07
3889743_790245,0.07526343741751672
4094643_283127,1e-07
2258323_72203,0.026604476943326044
4361420_541231,0.06506285810556221
2581763_53622,0.162025812528734
4641327_578680,0.02125323951277521
2883773_141050,0.2504092752359612
2559115_35047,0.011528769627378739
2718727_39151,1e-07
4635051_991487,0.06959092975466816
2883687_264014,1e-07
2581731_82361,0.0029891556199823296
3612967_100160,1e-07
4502595_181687,0.10329018073888122
2284472_7568,0.003424854410114542
3298484_375668,0.008315301477739052
3845025_410158,0.08484495655124047
2609750_134712,1e-07
4373787_196231,0.005327725264427906
3432024_139395,1e-07
3420842_111422,0.21079318164659316
4272782_703497,0.3216426981496421
3334901_38801,0.7624128199520175
2872284_132098,0.614228773347969
3598135_272704,0.05437447582596329
3290297_34285,1e-07
2718842_74229,1e-07
4096172_337333,0.0015152328105096783
3462297_313094,0.002887597896012236
2557618_121137,1e-07
3597890_25520,1e-07
4620959_618341,1e-07
2579885_223431,0.07275798537133668
4361453_306024,0.7204521768158265
2674401_95604,0.32980012081161425
2578164_5658,0.001083659714199258
4626034_470607,0.05507388342314408
3098029_18944,0.09826540832638983
2577941_49655,0.006623019848326097
3839416_406640,0.15930215175264126
2594484_150948,1e-07
3141137_235274,0.008652953741406146
3118260_82597,0.013146250850588855
3839448_85906,0.023136352025568477
2346108_77005,0.1950366061225993
3589340_234802,1e-07
2231590_26878,0.28794573270327484
3539336_342047,0.054545749412872394
2460665_31041,0.062944268855964
3869051_375380,1e-07
2872284_119164,1e-07
3450657_335100,0.0030604111950086155
2872344_49755,1e-07
4094619_187718,1e-07
4095459_548470,0.014816968251627913
2346375_157979,1e-07
2475227_221899,0.7177993182569414
3195021_236041,0.005192189978537608
3869267_324803,0.08552609734933603
4120585_193158,0.03389121840281101
2367347_7593,0.006123016656795656
2242950_53077,1e-07
3211505_236966,1e-07
4784348_40433,1e-07
3451625_118022,0.11164168125899022
2250219_7326,0.003451459694593402
2698090_33639,0.41297178731377704
3889002_416465,1e-07
3252197_69751,0.06061573220241872
2903746_81831,1e-07
2508371_91448,0.028803155414798307
3889065_462141,1e-07
3415301_241457,1e-07
3063750_267614,0.5086295359024715
2478708_12907,1e-07
4374228_602124,0.0036659269608240205
3415271_142929,0.11486533088169366
3075456_102572,1e-07
3844915_528833,0.1712147987221425
3588786_161869,1e-07
2483443_25441,0.015457599623604192
2242961_183647,1e-07
3229493_255901,1e-07
4445416_294746,1e-07
3219309_88971,1e-07
3050169_52119,0.0235009842576012
2594757_240900,0.00879352500251086
4089544_670103,0.007227053747411573
4096117_413843,0.036040221701045774
4096224_175722,0.008080927276819519
3050567_58993,0.05492939755883587
2722766_241007,0.006350841781539683
2334961_36637,0.10556871495103283
4225541_230552,0.11198254235118414
4393197_581429,0.17188628965009994
2489371_126412,0.01776497219072878
2459617_106634,0.10683792908777281
2903799_14768,0.09333797895339585
4645539_108390,0.0006109933321178207
3860271_275935,0.08617687485603008
3890086_148215,1e-07
2609702_236400,0.030841769224047896
3219389_234803,0.050004551813824794
3851149_598399,0.5950023019259388
3614672_256448,0.027726573179845546
4373597_402008,0.03418585455682646
2231544_164265,0.004476741693568929
4095343_571743,0.01030240729953639
3420672_80312,0.0015903176103815356
2224921_49656,1e-07
4129706_11530,1e-07
3212627_109256,0.2803401701134752
2250399_30668,0.1924691223733047
4098976_719456,1e-07
2578107_6636,0.00949546233643748
2878317_44352,1e-07
3234753_88615,0.035739052636927615
4445421_664809,0.0024320573718126363
3844922_163222,0.3773276565599468
2466855_197157,1e-07
3588408_147359,1e-07
4098825_432403,0.09803541209333384
4368739_743587,0.009688380468168596
4445166_80293,0.036814659938345554
2223891_22628,0.0015097330178133145
2266367_60129,0.006393155621894275
2721024_345345,0.06998835780619847
2368441_52312,0.15736499164368428
2899566_65230,0.021351403635437347
3598062_240752,0.3036914650978575
2744426_109598,0.05196515593946907
3852768_315253,0.000757110296230267
2359236_19636,0.022413369747370192
2604233_75127,0.003246256648012166
4645549_596122,1e-07
2698229_74768,1e-07
3716654_169687,0.001138893955143896
4376380_724969,1e-07
2600626_181767,0.011082802085975044
2258962_44065,1e-07
3394889_635336,0.010457279712919218
2590615_27470,0.016366850094830344
2243957_8709,0.0008246554119186955
2526198_175597,0.12698717700379758
2589127_264014,0.002067703094465407
3969487_150212,0.0010735332317520164
2243086_69609,0.11747507685064892
4098172_470394,1e-07
2712628_375657,1e-07
2460812_18918,1e-07
4648067_1071252,0.15643964167225516
2720807_57723,0.17975953952244098
2594766_44069,0.0908442635662274
2251457_80351,0.08601489922234982
2698011_19948,0.0005713239325692372
4625781_479999,1e-07
2487345_15018,0.015907246239834166
2469537_171043,1e-07
3047581_148607,1e-07
2602706_410213,0.03373565274252133
3838032_214056,1e-07
4272768_378953,0.0859683103877594
3580269_345748,0.054031886096720716
3413149_341710,1e-07
4547802_476701,0.03751330355642865
2611267_37837,0.1090686404236707
2244040_46056,0.0012701766249006772
3591958_53622,0.21800916916432733
4407734_411975,0.05361787550897626
4096158_362977,0.005268736779633739
4120650_396532,1e-07
3203501_422380,0.0014983574313384995
3621419_487469,0.005249273913554597
3613199_215616,0.13137597496953296
2640740_102740,0.021503735582484376
3890030_281807,1e-07
4120628_343492,0.44504898755641975
4377075_538918,0.6983227732596337
3589209_508941,1e-07
4646122_758845,0.42545919023799106
2469412_264299,1e-07
2899865_51587,0.3384733391590811
2645809_76277,1e-07
3714017_39125,0.04858437306975739
4407773_502722,0.024816770273842603
2732135_249565,1e-07
3840075_688707,0.03545387485501275
3588821_548650,1e-07
2707837_111830,1e-07
2341231_148928,0.2120537046189454
2346131_26014,0.002526284542876711
2342583_76326,0.05836323892376276
3081377_92899,1e-07
2867402_360514,0.001204035450964014
2222797_44432,1e-07
3063730_160929,0.0004672941949028789
3050335_169555,0.5507071480665463
2242978_58112,0.004963621724771385
2460670_35383,0.05766063638574976
4646735_226802,0.000259179546640157
3216100_361093,0.1534328694377871
4627485_627196,0.04587760264607637
3911737_148365,1e-07
2604251_39118,0.0007952771372391192
2732124_311489,0.6629305197007307
2332048_58361,1e-07
3069913_15511,0.381439532824975
2512196_25289,0.00015212835975188694
3421854_253677,1e-07
2351981_16230,1e-07
3690463_93604,0.05718244698935096
2335671_58051,1e-07
3462348_448844,0.03155343842381696
4645560_250845,0.057245970905273134
2271097_29366,0.8614874412525462
3201793_182614,1e-07
3219170_348623,0.09867395766446548
3598380_395695,1e-07
2604170_30638,0.07494588276417814
3201323_450714,0.02412752109949035
3860409_63342,1e-07
3219249_52769,0.017862739057529053
4374223_354361,0.14469607577369148
3839587_93604,0.004061566776679515
4705684_678655,1e-07
3603088_125158,0.004054883522513582
3860250_45671,0.02093389105770384
4368552_644408,0.02389141785225933
3088889_157391,0.009105108141730546
2613674_169681,1e-07
3451070_67080,0.06552930476970727
3890171_337290,0.0018797770731100883
2722893_293213,0.01696083992404255
3700972_478601,0.3154577661489807
4096106_242063,0.034244212027933596
2701671_39910,0.00014193397883166604
4620861_849520,0.19361387243428455
4648054_594276,0.4864165692028888
2985420_383565,1e-07
2423920_73700,1e-07
3889091_630032,0.09235205477626865
2718995_300168,1e-07
2240121_23265,0.043060175599263506
3077249_165012,0.033600151077276354
3661863_81455,0.05763494046824049
2581306_232964,1e-07
3395493_340921,0.029560632286914433
2284481_80073,0.3654597788392048
4367868_569386,1e-07
2717380_419293,0.34587437129826254
2478620_7093,1e-07
4396935_54781,0.0013279980058817748
4626162_557459,0.03206876866911646
4098216_747017,0.03125558683632267
4814371_581678,0.12928719720002632
3420963_166581,0.0005610606661963313
3851114_585339,0.45969747536658556
3432003_235568,0.3512503649221901
2884395_194214,1e-07
3487169_190513,0.21446347908989322
2581654_191422,0.12520271823109866
4098986_110822,0.07890107154773553
4103632_406040,1e-07
4109380_840836,1e-07
2847887_49251,0.009349987297157556
2243077_21369,0.20793608351202256
2486726_36814,1e-07
2289262_44629,0.006416164646617938
3210312_183499,0.1589379564966384
4405341_907813,1e-07
3058414_106872,0.004411180043475384
2899828_12249,1e-07
3426694_288858,1e-07
3840405_221873,1e-07
2765935_39099,0.19202254631424717
3838655_546543,0.031711052247523054
2594554_79422,0.0003686237383118791
2353769_157509,0.10789432391680884
4109540_454567,0.21904578359818438
2718750_59344,0.08214953031534802
4635104_298975,0.0012337408515445158
3828473_97503,0.009580236186951434
2664151_36207,1e-07
2700769_96167,1e-07
2475324_35539,1e-07
4095406_284730,0.07359455215657443
4396779_726697,0.02017806709319293
2942786_323704,0.05179205358332474
3944820_892053,0.07925970934877212
2883855_9410,1e-07
2917387_75287,1e-07
2872367_119269,0.08174224500928695
2475410_71548,0.015813143108339055
2222739_129103,1e-07
4367935_241477,0.03321620013328747
2240111_103278,1e-07
3063712_229625,0.009085188390014475
2329810_151471,1e-07
2270894_54793,0.5059021859204174
3223153_53536,0.008044657531662726
2231465_25441,0.05802578095832778
3890117_504543,0.07768033230687461
3588199_136181,0.02253404437621928
3589291_61891,0.03107605675304157
3069893_344393,0.03424467105250312
3589331_538874,1e-07
3047581_4811,1e-07
3828444_164693,0.09221531228206906
2329871_9410,0.01436299324599863
4373586_504153,0.018569999602494124
2697597_167798,0.3195010320566439
4405345_64399,1e-07
3433257_55769,0.060776282996072545
2681469_106641,0.6143244274925721
4641282_140808,0.00038284332378793695
2242927_45314,0.09708875245485225
2475304_58281,0.002542821616407628
3433509_165895,0.03895313177193276
3415466_187718,0.028739296410897786
2459744_55751,0.0284881111860757
3047844_157507,1e-07
3886508_375382,0.08974120785330228
2707830_59543,0.0020155633959730336
2270875_41112,0.13819634909746625
2224818_18949,0.28737797982805224
3219335_42710,0.00685290218268156
2223106_9794,0.006861761836526657
3210086_164770,0.0038983760369439772
2609790_5339,1e-07
3485242_284730,0.023548106638326564
4363768_503866,0.0234309868629545
3092955_174488,0.005153223245294778
2518601_44629,0.053262029455035415
4665070_199179,0.002811887474842327
2888304_56628,0.0287851652718825
4221297_365108,0.15953334382505058
2735514_37647,0.22259654641652987
4641625_205940,0.04571649070070042
3621513_617679,0.01137833702909884
3420984_111072,0.0010463705178570524
4103641_293200,0.01189811599612169
2223032_52937,0.07882251138968466
4259185_331505,0.022405185011576918
3395500_238029,0.03321496385876608
3851337_296340,0.0012442563970572237
4361385_480692,0.011367415292794785
3089416_163568,0.0001090384488410099
3451472_329145,1e-07
4635058_190393,0.2667596874083947
3201260_350894,0.0735180320701334
4641622_701055,0.017713796513315214
3283801_419845,0.09324669850442074
3611443_676318,1e-07
3457466_112822,0.0002349801662746816
2613676_56115,0.0036411564094840456
4373615_284010,0.4869902915402241
2581176_38434,0.02534364975942591
2726243_155861,1e-07
3429858_194460,0.06249901490635097
4396672_627224,1e-07
2578099_74088,0.00032291834570226445
2933478_206740,0.009308510564532477
4097944_596148,0.010566528662143464
4171230_433049,0.0547540639270542
2726669_45581,0.08124865118354851
2240146_56315,1e-07
4623793_848124,0.003353971000311155
4098844_476237,0.19416133734208174
